CARE_SITE_ID,CARE_SITE_NAME,PLACE_OF_SERVICE_CONCEPT_ID,LOCATION_ID,CARE_SITE_SOURCE_VALUE,PLACE_OF_SERVICE_SOURCE_VALUE
3293,,8940,,552086685,Office
3353,,8940,,652254999,Office
3413,,8940,,480899890,Office
3473,,8940,,274178291,Office
3533,,8940,,514998065,Office
3593,,8940,,080436916,Office
3653,,8940,,548521262,Office
3713,,8940,,872363084,Office
3773,,8940,,943144785,Office
3833,,8940,,020425477,Office
3893,,8940,,850293400,Office
3953,,8940,,717733717,Office
4013,,8940,,519989983,Office
4073,,8940,,979800789,Office
4133,,8940,,547819942,Office
4193,,8940,,334769863,Office
4253,,8940,,347089273,Office
4313,,8940,,462997042,Office
4373,,8940,,660003471,Office
4433,,8940,,882666623,Office
4493,,8940,,296774275,Office
4553,,8940,,983029710,Office
4613,,8940,,096008677,Office
4673,,8940,,976057940,Office
4733,,8940,,775643818,Office
4793,,8940,,656569514,Office
4853,,8940,,444626203,Office
4913,,8940,,401254414,Office
4973,,8756,,5000UB,Outpatient Facility
5033,,8940,,996389265,Office
5093,,8940,,999133414,Office
5153,,8940,,411245545,Office
5213,,8940,,008646957,Office
5273,,8940,,211412127,Office
5333,,8940,,610385310,Office
5393,,8940,,306116774,Office
5453,,8940,,530932162,Office
5513,,8940,,376517808,Office
5573,,8756,,3600JK,Outpatient Facility
5633,,8940,,431776391,Office
5693,,8940,,029625298,Office
5753,,8940,,735879745,Office
5813,,8756,,1400RG,Outpatient Facility
5873,,8940,,508580906,Office
5933,,8940,,191217471,Office
5993,,8940,,274967200,Office
6053,,8940,,623595672,Office
6113,,8940,,169570409,Office
6173,,8940,,493913880,Office
6233,,8940,,173003423,Office
6293,,8940,,922826871,Office
6353,,8940,,103805866,Office
6413,,8940,,262330757,Office
6473,,8717,,2300MD,Inpatient Facility
6533,,8940,,671742954,Office
6593,,8940,,360196826,Office
6653,,8940,,370751868,Office
6713,,8940,,832529792,Office
6773,,8940,,072711245,Office
6833,,8940,,087953609,Office
6893,,8940,,360957412,Office
6953,,8940,,269358617,Office
7013,,8940,,086553701,Office
7073,,8940,,572864489,Office
7133,,8940,,777903752,Office
7193,,8940,,473882100,Office
7253,,8940,,749989427,Office
7313,,8940,,327248005,Office
7373,,8940,,161969425,Office
7433,,8940,,234906487,Office
7493,,8940,,603624192,Office
7553,,8940,,686120464,Office
7613,,8940,,606667673,Office
7673,,8940,,634094418,Office
7733,,8940,,957457930,Office
7793,,8940,,045162171,Office
7853,,8756,,1000RK,Outpatient Facility
7913,,8940,,586976558,Office
7973,,8940,,764969772,Office
8033,,8940,,445817583,Office
8093,,8940,,328145499,Office
8153,,8940,,765605239,Office
8213,,8940,,563130388,Office
8273,,8940,,000001668,Office
8333,,8940,,900931254,Office
8393,,8940,,376628434,Office
8453,,8940,,938494374,Office
8513,,8940,,634595005,Office
8573,,8940,,673749342,Office
8633,,8940,,081855967,Office
8693,,8940,,057712603,Office
8753,,8940,,530782141,Office
8813,,8940,,830194978,Office
8873,,8940,,073566639,Office
8933,,8940,,074016391,Office
8993,,8940,,245232478,Office
9053,,8940,,917687834,Office
9113,,8940,,127992656,Office
9173,,8940,,863392299,Office
9233,,8940,,959076742,Office
9293,,8940,,277892486,Office
9353,,8940,,848968222,Office
9413,,8940,,809600873,Office
9473,,8940,,178320581,Office
9533,,8940,,259113994,Office
9593,,8940,,888412518,Office
9653,,8940,,286195925,Office
9713,,8940,,833084432,Office
9773,,8940,,881424150,Office
9833,,8940,,235082940,Office
9893,,8940,,080765108,Office
9953,,8940,,199769099,Office
10013,,8717,,1000AV,Inpatient Facility
10073,,8756,,1901HK,Outpatient Facility
10133,,8940,,819175486,Office
10193,,8940,,038353634,Office
10253,,8940,,918140558,Office
10313,,8940,,717499105,Office
10373,,8717,,10016B,Inpatient Facility
10433,,8940,,454722571,Office
10493,,8940,,470904898,Office
10553,,8940,,001783671,Office
10613,,8940,,797995931,Office
10673,,8940,,302464734,Office
10733,,8940,,318868021,Office
10793,,8940,,313224325,Office
10853,,8940,,894193777,Office
10913,,8940,,759200295,Office
10973,,8940,,299511215,Office
11033,,8756,,4501GM,Outpatient Facility
11093,,8940,,753130598,Office
11153,,8940,,478747019,Office
11213,,8940,,914664153,Office
11273,,8940,,851854075,Office
11333,,8940,,547020500,Office
11393,,8940,,790590757,Office
11453,,8940,,416981444,Office
11513,,8940,,821235015,Office
11573,,8940,,366804550,Office
11633,,8940,,397665113,Office
11693,,8940,,391872425,Office
11753,,8940,,786272117,Office
11813,,8940,,660896738,Office
11873,,8940,,625408875,Office
11933,,8940,,241421869,Office
11993,,8940,,710429305,Office
12053,,8940,,675582633,Office
12113,,8940,,464468139,Office
12173,,8940,,594713114,Office
12233,,8940,,036153586,Office
12293,,8940,,585773118,Office
12353,,8756,,4713DK,Outpatient Facility
12413,,8940,,071678349,Office
12473,,8940,,723429978,Office
12533,,8940,,753607380,Office
12593,,8756,,1101HS,Outpatient Facility
12653,,8940,,629832904,Office
12713,,8940,,561305186,Office
12773,,8940,,671717646,Office
12833,,8940,,748490168,Office
12893,,8940,,600000492,Office
12953,,8940,,583524974,Office
13013,,8756,,4401GN,Outpatient Facility
13073,,8940,,498986087,Office
13133,,8940,,619258611,Office
13193,,8940,,558026388,Office
13253,,8940,,036685007,Office
13313,,8940,,824124877,Office
13373,,8940,,792348439,Office
13433,,8940,,036480437,Office
13493,,8756,,40008D,Outpatient Facility
13553,,8940,,188472900,Office
13613,,8940,,306198332,Office
13673,,8940,,151175849,Office
13733,,8940,,965903696,Office
13793,,8940,,300552486,Office
13853,,8940,,532337325,Office
13913,,8940,,739554985,Office
13973,,8940,,739817378,Office
14033,,8940,,618749729,Office
14093,,8940,,583956045,Office
14153,,8940,,542238663,Office
14213,,8940,,939796859,Office
14273,,8940,,415341902,Office
14333,,8940,,589180853,Office
14393,,8940,,910594238,Office
14453,,8940,,964515720,Office
14513,,8940,,507033641,Office
14573,,8940,,857518504,Office
14633,,8940,,449903626,Office
14693,,8940,,357714756,Office
14753,,8756,,52006A,Outpatient Facility
14813,,8756,,2200MM,Outpatient Facility
14873,,8940,,039648946,Office
14933,,8940,,926443863,Office
14993,,8940,,551563121,Office
15053,,8940,,299330504,Office
15113,,8940,,393772073,Office
15173,,8940,,074026615,Office
15233,,8717,,1101AT,Inpatient Facility
15293,,8940,,061889401,Office
15353,,8940,,362742195,Office
15413,,8940,,815453995,Office
15473,,8940,,796009855,Office
15533,,8756,,0530KM,Outpatient Facility
15593,,8940,,460898323,Office
15653,,8940,,423612908,Office
15713,,8940,,590093519,Office
15773,,8756,,3900BP,Outpatient Facility
15833,,8940,,936673881,Office
15893,,8940,,805148784,Office
15953,,8940,,758917554,Office
16013,,8940,,838099604,Office
16073,,8940,,112067644,Office
16133,,8717,,01S1YV,Inpatient Facility
16193,,8940,,151795108,Office
16253,,8940,,489005528,Office
16313,,8940,,800105746,Office
16373,,8940,,302374790,Office
16433,,8940,,583609365,Office
16493,,8756,,3300BV,Outpatient Facility
16553,,8940,,746775450,Office
16613,,8940,,969366149,Office
16673,,8940,,650883287,Office
16733,,8940,,133281009,Office
16793,,8940,,073458909,Office
16853,,8940,,746771751,Office
16913,,8940,,356683000,Office
16973,,8940,,216607173,Office
17033,,8940,,939381121,Office
17093,,8940,,502269885,Office
17153,,8940,,388626457,Office
17213,,8940,,492056315,Office
17273,,8940,,201895583,Office
17333,,8940,,528781697,Office
17393,,8940,,858770796,Office
17453,,8940,,146932279,Office
17513,,8940,,973899842,Office
17573,,8940,,527134685,Office
17633,,8940,,912837261,Office
17693,,8940,,055550740,Office
17753,,8940,,212771805,Office
17813,,8756,,2900CP,Outpatient Facility
17873,,8940,,653640207,Office
17933,,8940,,969409709,Office
17993,,8940,,294868129,Office
18053,,8940,,869428732,Office
18113,,8940,,684730034,Office
18173,,8940,,872632346,Office
18233,,8940,,704958873,Office
18293,,8940,,865975241,Office
18353,,8940,,355788146,Office
18413,,8940,,388947503,Office
18473,,8940,,839766569,Office
18533,,8940,,399361082,Office
18593,,8940,,411642443,Office
18653,,8940,,622540714,Office
18713,,8940,,514775594,Office
18773,,8940,,228938302,Office
18833,,8940,,122457752,Office
18893,,8940,,120882545,Office
18953,,8940,,624120648,Office
19013,,8940,,073677166,Office
19073,,8940,,282917475,Office
19133,,8940,,224177576,Office
19193,,8940,,767070792,Office
19253,,8940,,075578740,Office
19313,,8940,,620247642,Office
19373,,8940,,402735673,Office
19433,,8940,,943391581,Office
19493,,8756,,4900CN,Outpatient Facility
19553,,8940,,772208542,Office
19613,,8940,,801904696,Office
19673,,8940,,376734661,Office
19733,,8940,,479997961,Office
19793,,8940,,703440669,Office
19853,,8940,,811998337,Office
19913,,8940,,779852054,Office
19973,,8940,,638721123,Office
20033,,8717,,1500ZV,Inpatient Facility
20093,,8717,,1002CR,Inpatient Facility
20153,,8940,,676150321,Office
20213,,8940,,302704728,Office
20273,,8940,,800392711,Office
20333,,8940,,075777550,Office
20393,,8940,,432041690,Office
20453,,8940,,921163254,Office
20513,,8940,,846962644,Office
20573,,8940,,459571497,Office
20633,,8940,,235285024,Office
20693,,8756,,5125MB,Outpatient Facility
20753,,8940,,896914633,Office
20813,,8940,,916077290,Office
20873,,8940,,306165842,Office
20933,,8940,,161852947,Office
20993,,8940,,604759709,Office
21053,,8940,,828634125,Office
21113,,8940,,752938449,Office
21173,,8940,,802457102,Office
21233,,8940,,499565421,Office
21293,,8940,,981175404,Office
21353,,8940,,392949793,Office
21413,,8940,,947220289,Office
21473,,8940,,019196706,Office
21533,,8940,,281582014,Office
21593,,8940,,525620667,Office
21653,,8940,,146729457,Office
21713,,8940,,588693938,Office
21773,,8756,,1100RJ,Outpatient Facility
21833,,8940,,053404449,Office
21893,,8940,,656610896,Office
21953,,8756,,2613BP,Outpatient Facility
22013,,8940,,107583535,Office
22073,,8940,,874363325,Office
54,,8940,,873151852,Office
114,,8940,,932526801,Office
174,,8940,,270183140,Office
234,,8940,,901623533,Office
294,,8717,,4600KN,Inpatient Facility
354,,8940,,444685535,Office
414,,8756,,2501UN,Outpatient Facility
474,,8940,,557726062,Office
534,,8940,,183359722,Office
594,,8756,,26238H,Outpatient Facility
654,,8756,,0613BC,Outpatient Facility
714,,8940,,711421246,Office
774,,8940,,735214738,Office
834,,8940,,935549069,Office
894,,8940,,169459796,Office
954,,8940,,085415380,Office
1014,,8940,,019917597,Office
1074,,8940,,023255049,Office
1134,,8756,,3301CC,Outpatient Facility
1194,,8940,,766267019,Office
1254,,8940,,863322460,Office
1314,,8940,,343254311,Office
1374,,8756,,46008K,Outpatient Facility
1434,,8940,,731708563,Office
1494,,8940,,168825044,Office
1554,,8940,,598292780,Office
1614,,8717,,1002QQ,Inpatient Facility
1674,,8940,,973720257,Office
1734,,8940,,145642769,Office
1794,,8940,,559642304,Office
1854,,8940,,194801320,Office
1914,,8940,,720994197,Office
1974,,8940,,180650121,Office
2034,,8940,,620576819,Office
2094,,8756,,5100UN,Outpatient Facility
2154,,8940,,529870856,Office
2214,,8940,,173824250,Office
2274,,8940,,907882989,Office
2334,,8940,,616601349,Office
2394,,8940,,431212283,Office
2454,,8940,,603586684,Office
2514,,8940,,425789614,Office
2574,,8940,,520803686,Office
2634,,8940,,137671209,Office
2694,,8940,,060786333,Office
2754,,8940,,907430081,Office
2814,,8940,,369017246,Office
2874,,8940,,299740519,Office
2934,,8940,,109938891,Office
2994,,8756,,2300YM,Outpatient Facility
3054,,8756,,3301NV,Outpatient Facility
3114,,8940,,150665364,Office
3174,,8940,,872659197,Office
3234,,8940,,795292309,Office
3294,,8940,,357698796,Office
3354,,8940,,071309226,Office
3414,,8756,,1500CD,Outpatient Facility
3474,,8940,,935982165,Office
3534,,8940,,901126627,Office
3594,,8940,,510916361,Office
3654,,8940,,660545075,Office
3714,,8940,,398268310,Office
3774,,8940,,624928443,Office
3834,,8940,,847477184,Office
3894,,8940,,696846715,Office
3954,,8940,,993705588,Office
4014,,8940,,804742951,Office
4074,,8940,,929125169,Office
4134,,8940,,982092413,Office
4194,,8940,,042052681,Office
4254,,8940,,987564234,Office
4314,,8940,,305095613,Office
4374,,8940,,307145084,Office
4434,,8940,,014871535,Office
4494,,8940,,706017746,Office
4554,,8940,,275415059,Office
4614,,8940,,919084142,Office
4674,,8940,,322505146,Office
4734,,8940,,997812666,Office
4794,,8940,,833682653,Office
4854,,8940,,562263802,Office
4914,,8940,,538157735,Office
4974,,8940,,264589093,Office
5034,,8940,,987095741,Office
5094,,8940,,663478882,Office
5154,,8940,,321999234,Office
5214,,8940,,768013856,Office
5274,,8940,,623233245,Office
5334,,8940,,088932367,Office
5394,,8940,,747854070,Office
5454,,8940,,747450188,Office
5514,,8940,,342583906,Office
5574,,8940,,330254694,Office
5634,,8940,,204982067,Office
5694,,8940,,380094437,Office
5754,,8940,,332193393,Office
5814,,8940,,635031783,Office
5874,,8940,,018705841,Office
5934,,8940,,551765470,Office
5994,,8940,,082879257,Office
6054,,8940,,731868221,Office
6114,,8940,,743732936,Office
6174,,8940,,504998568,Office
6234,,8940,,802759371,Office
6294,,8940,,124755796,Office
6354,,8756,,30138N,Outpatient Facility
6414,,8940,,660359029,Office
6474,,8940,,746884777,Office
6534,,8940,,978980528,Office
6594,,8940,,594372677,Office
6654,,8940,,448657154,Office
6714,,8940,,232480902,Office
6774,,8940,,611043173,Office
6834,,8940,,849921193,Office
6894,,8940,,669820559,Office
6954,,8717,,3100XG,Inpatient Facility
7014,,8940,,563446983,Office
7074,,8940,,086637972,Office
7134,,8940,,983458931,Office
7194,,8940,,228287698,Office
7254,,8940,,655073769,Office
7314,,8940,,666406037,Office
7374,,8940,,414136081,Office
7434,,8940,,873064923,Office
7494,,8940,,059878203,Office
7554,,8940,,119162114,Office
7614,,8940,,862663917,Office
7674,,8940,,597213522,Office
7734,,8940,,340587166,Office
7794,,8940,,890461602,Office
7854,,8940,,536337818,Office
7914,,8940,,238927979,Office
7974,,8940,,768326127,Office
8034,,8940,,607734872,Office
8094,,8940,,015016191,Office
8154,,8940,,769838436,Office
8214,,8940,,673231215,Office
8274,,8940,,505719382,Office
8334,,8940,,069889314,Office
8394,,8940,,546476873,Office
8454,,8940,,004093916,Office
8514,,8940,,791229864,Office
8574,,8940,,678911152,Office
8634,,8940,,684418874,Office
8694,,8940,,587994356,Office
8754,,8756,,2302QS,Outpatient Facility
8814,,8940,,932039552,Office
8874,,8940,,261067129,Office
8934,,8940,,995752395,Office
8994,,8940,,523502430,Office
9054,,8940,,942824263,Office
9114,,8940,,441609240,Office
9174,,8940,,714802756,Office
9234,,8940,,458597408,Office
9294,,8940,,702248915,Office
9354,,8940,,082999135,Office
9414,,8940,,243152140,Office
9474,,8940,,818696125,Office
9534,,8940,,040117267,Office
9594,,8940,,945887526,Office
9654,,8940,,307217912,Office
9714,,8940,,703221612,Office
9774,,8940,,166691515,Office
9834,,8940,,049830129,Office
9894,,8940,,778458612,Office
9954,,8940,,195780219,Office
10014,,8940,,952786153,Office
10074,,8940,,455804107,Office
10134,,8756,,49006J,Outpatient Facility
10194,,8940,,909949819,Office
10254,,8940,,156264390,Office
10314,,8940,,904477557,Office
10374,,8940,,628591353,Office
10434,,8940,,958256641,Office
10494,,8940,,996979379,Office
10554,,8940,,765977634,Office
10614,,8940,,252446784,Office
10674,,8940,,593006627,Office
10734,,8940,,881613818,Office
10794,,8940,,290098226,Office
10854,,8940,,767300014,Office
10914,,8940,,767485874,Office
10974,,8940,,197653416,Office
11034,,8940,,174595935,Office
11094,,8756,,3303TN,Outpatient Facility
11154,,8940,,647481253,Office
11214,,8756,,0325AD,Outpatient Facility
11274,,8940,,348574160,Office
11334,,8940,,097716170,Office
11394,,8940,,752410883,Office
11454,,8940,,371328668,Office
11514,,8940,,068235471,Office
11574,,8940,,634879704,Office
11634,,8940,,904946174,Office
11694,,8940,,315639081,Office
11754,,8940,,731450956,Office
11814,,8940,,902655784,Office
11874,,8940,,403755543,Office
11934,,8940,,664440851,Office
11994,,8940,,332949110,Office
12054,,8940,,683403127,Office
12114,,8940,,068435316,Office
12174,,8940,,956129853,Office
12234,,8940,,935508839,Office
12294,,8940,,502077504,Office
12354,,8940,,884110154,Office
12414,,8940,,057633965,Office
12474,,8940,,846310914,Office
12534,,8940,,136332600,Office
12594,,8940,,821672615,Office
12654,,8940,,016523478,Office
12714,,8756,,0601TR,Outpatient Facility
12774,,8940,,700417964,Office
12834,,8940,,683700604,Office
12894,,8940,,626980153,Office
12954,,8940,,913189135,Office
13014,,8940,,178891820,Office
13074,,8756,,3302CB,Outpatient Facility
13134,,8940,,009376991,Office
13194,,8940,,129172253,Office
13254,,8940,,041690884,Office
13314,,8940,,923838432,Office
13374,,8756,,0526PP,Outpatient Facility
13434,,8940,,667638932,Office
13494,,8756,,3600TN,Outpatient Facility
13554,,8940,,294216651,Office
13614,,8940,,776331975,Office
13674,,8940,,113160385,Office
13734,,8940,,776526528,Office
13794,,8940,,071317506,Office
13854,,8940,,584165494,Office
13914,,8940,,837447542,Office
13974,,8940,,097631093,Office
14034,,8940,,320317617,Office
14094,,8940,,600478061,Office
14154,,8940,,902973295,Office
14214,,8756,,3813KQ,Outpatient Facility
14274,,8940,,864726382,Office
14334,,8940,,039620651,Office
14394,,8940,,115605530,Office
14454,,8940,,463566444,Office
14514,,8940,,855778169,Office
14574,,8756,,1101XP,Outpatient Facility
14634,,8940,,156192723,Office
14694,,8940,,039500528,Office
14754,,8940,,528059317,Office
14814,,8940,,008392404,Office
14874,,8756,,2500YK,Outpatient Facility
14934,,8940,,866905064,Office
14994,,8940,,930393711,Office
15054,,8940,,867688863,Office
15114,,8940,,154837033,Office
15174,,8756,,2300SS,Outpatient Facility
15234,,8940,,148310823,Office
15294,,8940,,381965664,Office
15354,,8940,,258396142,Office
15414,,8756,,4700KU,Outpatient Facility
15474,,8940,,888882644,Office
15534,,8756,,2513JV,Outpatient Facility
15594,,8940,,487684429,Office
15654,,8940,,852025967,Office
15714,,8940,,044013824,Office
15774,,8940,,335709939,Office
15834,,8940,,166476750,Office
15894,,8940,,139056439,Office
15954,,8940,,716528715,Office
16014,,8940,,683023833,Office
16074,,8940,,303409733,Office
16134,,8756,,22008Q,Outpatient Facility
16194,,8940,,710539379,Office
16254,,8940,,594906744,Office
16314,,8940,,973715163,Office
16374,,8940,,771911150,Office
16434,,8940,,288476959,Office
16494,,8940,,247744596,Office
16554,,8940,,821981036,Office
16614,,8940,,550106256,Office
16674,,8940,,112000460,Office
16734,,8756,,4400UN,Outpatient Facility
16794,,8940,,991957761,Office
16854,,8940,,178446448,Office
16914,,8940,,582746453,Office
16974,,8940,,262678375,Office
17034,,8940,,095990202,Office
17094,,8940,,379770241,Office
17154,,8940,,060937425,Office
17214,,8717,,1001MV,Inpatient Facility
17274,,8940,,823460980,Office
17334,,8940,,472108347,Office
17394,,8940,,796849177,Office
17454,,8940,,587757908,Office
17514,,8940,,862487292,Office
17574,,8940,,438291427,Office
17634,,8940,,008454270,Office
17694,,8940,,420326919,Office
17754,,8940,,994007076,Office
17814,,8940,,567467245,Office
17874,,8940,,379473810,Office
17934,,8940,,849658242,Office
17994,,8940,,893901891,Office
18054,,8756,,0500CG,Outpatient Facility
18114,,8756,,1513BA,Outpatient Facility
18174,,8940,,375088175,Office
18234,,8940,,768126437,Office
18294,,8940,,926779268,Office
18354,,8940,,721049634,Office
18414,,8940,,766660533,Office
18474,,8940,,154363374,Office
18534,,8940,,552074311,Office
18594,,8940,,545062754,Office
18654,,8940,,220151357,Office
18714,,8940,,972697972,Office
18774,,8940,,263512553,Office
18834,,8940,,966966224,Office
18894,,8940,,387580971,Office
18954,,8940,,204845890,Office
19014,,8940,,870645798,Office
19074,,8940,,509394352,Office
19134,,8940,,675559786,Office
19194,,8940,,182032190,Office
19254,,8940,,511979284,Office
19314,,8940,,934313832,Office
19374,,8940,,078613843,Office
19434,,8940,,876068795,Office
19494,,8940,,375377714,Office
19554,,8940,,376020606,Office
19614,,8940,,690105412,Office
19674,,8940,,266801939,Office
19734,,8940,,310463601,Office
19794,,8940,,580724693,Office
19854,,8940,,282141237,Office
19914,,8940,,960496893,Office
19974,,8940,,834032075,Office
20034,,8940,,281167759,Office
20094,,8940,,306946817,Office
20154,,8940,,379500918,Office
20214,,8940,,104890192,Office
20274,,8940,,050250695,Office
20334,,8940,,990838111,Office
20394,,8940,,839370266,Office
20454,,8940,,038446599,Office
57,,8940,,596983944,Office
117,,8940,,872021906,Office
177,,8940,,207828132,Office
237,,8940,,201487274,Office
297,,8940,,232956730,Office
357,,8756,,0505DJ,Outpatient Facility
417,,8756,,1713VR,Outpatient Facility
477,,8940,,639720293,Office
537,,8940,,826400175,Office
597,,8940,,484594832,Office
657,,8940,,459545614,Office
717,,8940,,326629052,Office
777,,8940,,842416677,Office
837,,8940,,008813782,Office
897,,8756,,5001MA,Outpatient Facility
957,,8940,,305375198,Office
1017,,8940,,698774659,Office
1077,,8940,,543375756,Office
1137,,8940,,699095911,Office
1197,,8940,,010132561,Office
1257,,8940,,909450804,Office
1317,,8940,,265397153,Office
1377,,8940,,402544372,Office
1437,,8940,,512529809,Office
1497,,8940,,772846788,Office
1557,,8940,,044333549,Office
1617,,8940,,269243627,Office
1677,,8940,,002020630,Office
1737,,8940,,113710868,Office
1797,,8940,,946635880,Office
1857,,8940,,462813092,Office
1917,,8940,,689261254,Office
1977,,8940,,038336301,Office
2037,,8940,,184354602,Office
2097,,8940,,333079402,Office
2157,,8940,,521034488,Office
2217,,8940,,058356822,Office
2277,,8756,,33028V,Outpatient Facility
2337,,8940,,998640371,Office
2397,,8940,,192196058,Office
2457,,8940,,687254344,Office
2517,,8940,,008614936,Office
2577,,8940,,238267135,Office
2637,,8940,,298315951,Office
2697,,8940,,990664656,Office
2757,,8940,,720534620,Office
2817,,8940,,530160840,Office
2877,,8940,,557384719,Office
2937,,8940,,071736292,Office
2997,,8940,,019305542,Office
3057,,8940,,355474056,Office
3117,,8940,,041498698,Office
3177,,8940,,227774367,Office
3237,,8940,,776848294,Office
3297,,8940,,272560522,Office
3357,,8940,,502708175,Office
3417,,8756,,3800HC,Outpatient Facility
3477,,8940,,068590393,Office
3537,,8940,,637578142,Office
3597,,8940,,345064607,Office
3657,,8940,,494617679,Office
3717,,8756,,4525RR,Outpatient Facility
3777,,8940,,581682522,Office
3837,,8940,,889723464,Office
3897,,8940,,467691187,Office
3957,,8940,,661899688,Office
4017,,8940,,423672120,Office
4077,,8940,,351723936,Office
4137,,8940,,865810047,Office
4197,,8940,,512338948,Office
4257,,8940,,672609896,Office
4317,,8940,,209531337,Office
4377,,8940,,994453618,Office
4437,,8940,,552260665,Office
4497,,8940,,761080368,Office
4557,,8940,,628695591,Office
4617,,8940,,118637977,Office
4677,,8940,,014963497,Office
4737,,8940,,596973387,Office
4797,,8940,,734552430,Office
4857,,8940,,364303147,Office
4917,,8940,,320950754,Office
4977,,8940,,844374564,Office
5037,,8940,,369108992,Office
5097,,8940,,730722192,Office
5157,,8940,,530134029,Office
5217,,8940,,768469515,Office
5277,,8940,,586740795,Office
5337,,8940,,929772852,Office
5397,,8940,,314271555,Office
5457,,8940,,703037382,Office
5517,,8940,,541772917,Office
5577,,8940,,848076156,Office
5637,,8940,,369642724,Office
5697,,8940,,173467924,Office
5757,,8940,,310536607,Office
5817,,8940,,366904100,Office
5877,,8756,,1413VU,Outpatient Facility
5937,,8756,,1002RA,Outpatient Facility
5997,,8940,,530602331,Office
6057,,8940,,856159755,Office
6117,,8940,,433800490,Office
6177,,8940,,826138041,Office
6237,,8940,,492799166,Office
6297,,8940,,698678577,Office
6357,,8940,,331217347,Office
6417,,8940,,568394105,Office
6477,,8940,,994425295,Office
6537,,8940,,801380908,Office
6597,,8940,,042504585,Office
6657,,8940,,775574033,Office
6717,,8940,,057378889,Office
6777,,8940,,011468434,Office
6837,,8940,,172244342,Office
6897,,8940,,330946772,Office
6957,,8940,,980929222,Office
7017,,8940,,434966418,Office
7077,,8940,,979222787,Office
7137,,8940,,861006897,Office
7197,,8940,,642431933,Office
7257,,8940,,584825397,Office
7317,,8940,,608087525,Office
7377,,8940,,312664270,Office
7437,,8940,,024204245,Office
7497,,8940,,022251353,Office
7557,,8940,,044773170,Office
7617,,8940,,153322906,Office
7677,,8756,,18008U,Outpatient Facility
7737,,8940,,763446034,Office
7797,,8756,,0613XT,Outpatient Facility
7857,,8940,,574045978,Office
7917,,8940,,646145621,Office
7977,,8940,,276107262,Office
8037,,8940,,387795682,Office
8097,,8756,,1701UV,Outpatient Facility
8157,,8940,,846584710,Office
8217,,8940,,105431762,Office
8277,,8756,,18256P,Outpatient Facility
8337,,8940,,469793812,Office
8397,,8940,,848800373,Office
8457,,8940,,576463682,Office
8517,,8756,,4508CB,Outpatient Facility
8577,,8940,,426890226,Office
8637,,8940,,182581053,Office
8697,,8940,,711748090,Office
8757,,8940,,226117932,Office
8817,,8940,,673227642,Office
8877,,8940,,370853218,Office
8937,,8940,,251625743,Office
8997,,8940,,143201329,Office
9057,,8940,,211935954,Office
9117,,8940,,006617892,Office
9177,,8756,,4502CH,Outpatient Facility
9237,,8940,,647965343,Office
9297,,8940,,161625770,Office
9357,,8940,,124175252,Office
9417,,8940,,970305519,Office
9477,,8940,,501232262,Office
9537,,8940,,388157803,Office
9597,,8940,,930002102,Office
9657,,8940,,206738869,Office
9717,,8940,,775337173,Office
9777,,8940,,835695737,Office
9837,,8940,,344883494,Office
9897,,8940,,037444487,Office
9957,,8940,,611833405,Office
10017,,8940,,019760202,Office
10077,,8940,,824213049,Office
10137,,8756,,0700DM,Outpatient Facility
10197,,8940,,415081004,Office
10257,,8940,,296374525,Office
10317,,8940,,339045032,Office
10377,,8940,,879381119,Office
10437,,8717,,0500SV,Inpatient Facility
10497,,8756,,4508NU,Outpatient Facility
10557,,8940,,797242996,Office
10617,,8940,,734711820,Office
10677,,8940,,580897727,Office
10737,,8940,,189783414,Office
10797,,8940,,623058663,Office
10857,,8940,,534867189,Office
10917,,8940,,066636972,Office
10977,,8940,,283934778,Office
11037,,8940,,994651690,Office
11097,,8940,,822127904,Office
11157,,8756,,1002BQ,Outpatient Facility
11217,,8940,,311588786,Office
11277,,8940,,190144976,Office
11337,,8940,,633197367,Office
11397,,8940,,021828365,Office
11457,,8940,,348586517,Office
11517,,8940,,054386537,Office
11577,,8940,,557777425,Office
11637,,8940,,416690432,Office
11697,,8940,,635099913,Office
11757,,8940,,089057833,Office
11817,,8940,,105227950,Office
11877,,8940,,424845266,Office
11937,,8940,,799196941,Office
11997,,8940,,312163944,Office
12057,,8940,,970186631,Office
12117,,8940,,107290840,Office
12177,,8940,,038062442,Office
12237,,8940,,139986421,Office
12297,,8940,,069133261,Office
12357,,8756,,4504RU,Outpatient Facility
12417,,8940,,405666477,Office
12477,,8940,,084014354,Office
12537,,8940,,142477536,Office
12597,,8940,,208125210,Office
12657,,8940,,405809494,Office
12717,,8756,,6725WG,Outpatient Facility
12777,,8756,,4100GJ,Outpatient Facility
12837,,8940,,668645640,Office
12897,,8940,,419577763,Office
12957,,8940,,008673625,Office
13017,,8940,,416226565,Office
13077,,8940,,841649999,Office
13137,,8940,,540104388,Office
13197,,8717,,0400DH,Inpatient Facility
13257,,8940,,241710842,Office
13317,,8940,,363984235,Office
13377,,8940,,980674650,Office
13437,,8717,,4502NS,Inpatient Facility
13497,,8940,,018862837,Office
13557,,8940,,716773747,Office
13617,,8940,,498427757,Office
13677,,8940,,539206338,Office
13737,,8940,,219063839,Office
13797,,8940,,195030007,Office
13857,,8940,,213498608,Office
13917,,8940,,565400520,Office
13977,,8940,,885991209,Office
14037,,8940,,850598808,Office
14097,,8940,,960083018,Office
